No thanks.|\c Ca ira, merci.
No thanks.|Pas besoin, merci.
No, don't worry about it!|Non, t'inquète!
No, that's fine.|Non, c'est bon.
This goes over my head...|\c Ca me dépasse.
I don't see where you're going with this.|Je ne vois pas où tu veux en venir.
Le gros de la neige est tombée.|La plupart de la neige est tombée.
As far as I know, he didn't come to the party.|À ce que je sache, il n'est pas allé à la fête.\\Il n'est pas allé à la fête à ce que je sache.\\(QC)
Je suis crevé(e).|I am exhausted.
Je n'en peux plus.|I can't take it anymore.\\I can't do it anymore.
It should be fine.|\c Ca devrait aller.
Thanks but I'll pass.|Merci mais je vais passer.
That's kind, but no.|C'est gentil, mais non.
Not this time, thanks.|Pas cette fois, merci.
I'm going to say no this time, but thanks.|Je vais dire non cette fois, mais merci.
I should have thought of that.|J'aurais dû y penser.\\J'aurais dû penser à ça.
I should have thought about this problem.|J'aurais dû penser à ce problème.
I'm counting to three!|Je compte jusqu'à trois!
I care about you.|Je tiens à toi.
Long time no see!|\c Ca fait longtemps qu'on ne s'est pas vus!
\c Ca n'a rien à voir.|Nothing to do with it.
No nothing to do with it! It's a different case entirely.|Non, rien à voir! C'est un autre cas.
Better late than never!|Mieux vaut tard que jamais!
I can't wait.|J'en ai hâte.
I need it.|J'en ai besoin.
I'm tired of it.\\I'm fed up with it.|J'en ai marre.
Are you mad at me?|Tu m'en veux?
Tu m'en veux?|Are you mad at me?
It snowed a lot, so the roads are blocked.|Il a beaucoup neigé, ainsi les routes sont bloquées.
He lost his job, so he decided to change careers.|Il a perdu sone emploi, dès lors il a décidé de changer de carrière.
It seems like it's going to rain.|On dirait qu'il va pleuvoir.
Are you ok with going tomorrow?|\c Ca te dirait d'y aller demain?
That makes me want to go!|\c Ca me donne envie d'y aller!
I'm full!|J'ai bien mangé.
I go into the shop.|J'entre {\itshape dans} le magasin.
I visit my mother.|Je rends visite à ma mère.
That's an old computer.|C'est un vieil ordinateur.
One way or the other.|D'une manière ou d'une autre.
I heard about it.|J'en ai entendu parler.
I've never heard of it.|J'en ai jamais entendu parler.
We bumped into each other earlier.|On s'est croisés tout à l'heure.
I should have stayed home.|J'aurais mieux fait de rester chez moi.
I would've wanted it to be different.|J'aurais voulu que ce soit différent.
It's exactly what I needed.|C'est exactement ce dont j'avais besoin.\\C'est exactement ce qu'il me fallait.
I can't hear you, you're on mute.|Je ne vous entends pas, vous êtes en sourdine.\\Je ne vous entends pas, votre micro n'est pas allumé.
The screen is frozen.|L'écran est figé.
Have we met before?|Est-ce qu'on s'est déjà rencontrés?
That'll teach you.|\c Ca t'apprendra.
Think about it.|Réfléchis un peu.
In your dreams!|Tu peux toujours rêver!
Je t'en pose des questions?|Mind your own business?
How did it go?|\c Ca c'est passé comment?
I never thought of that.|Je n'y ai jamais pensé.\\Je n'ai jamais pensé à ça.
Are you kidding me?|Tu plaisantes?\\Tu déconnes?\\Tu te fous de moi?
A wheel rolls on the street.|Une roue roule sur la rue.
Can you give me a hand?|Est-ce que tu peux me donner un coup de main?
I was supposed to leave yesterday.|J'étais censé(e) partir demain.
They half assed it.|Ils l'ont fait par-dessus la jambe.
I tend to ...|J'ai tendence à ...
Autre façon à dire <<~ça m'énerve~>>.|\c Ca m'exaspère.
Autre façon à dire <<~c'est très beau~>>.|C'est ravissant.
Autre façon à dire <<~c'est très moche~>>.|C'est affreux.
I made a blunder.|J'ai fait une boulette.\\J'ai fait une bourde.\\J'ai fait une gaffe.
I'm always careful.|Je fais toujours gaffe.
Écoutez, on va forcément trouver un moyen de s'arranger. J'en suis sûr.|Look, we're going to find a way to work this out. I'm sure we will.
Je vais rester vissé sur cette chaise jusqu'à ce que vous me disiez la vérité.|I'll stay bolted to this chair until you tell me the truth.
No one can know about this, understand?|Personne ne doit être au courant, t'as compris?
I don't want to hear anything coming out of your mouths.|Je veux rien entendre sortir de vos bouches.
You don't understand anything at all.\\You don't understand shit.|Tu comprends que dalle.
It's about to occur.|Il est sur le point de se produire.
You deserve it.|Tu le mérites.
It might be ok.|\c Ca peut aller.
Tu le merites.|You deserve it.
You deserve it.|Tu le merites.
Eh ben, dis donc.|Well I'll be damned.
J'ai pas eu besoin de trop me creuser la tete. C'etait clair.|I didn't have to rack my brains too much. it was clear.

Il y a peu de chances de...|There’s little chance of...
Ben ouais, c'est clair.|Well, yeah, it's clear.
Ça te dirait de...?|Would you like to...?
Tu sais quoi ?|You know what?
C'est pas possible !|That’s not possible!
Franchement, je pense que...|Honestly, I think that...
Ça me fait penser à...|That reminds me of...
Qu'est-ce que tu en penses ?|What do you think about it?
Ça arrive à tout le monde.|It happens to everyone.
Juste au cas où...|Just in case...
En gros, c'est ça.|Basically, that's it.
Ça dépend de...|It depends on...
Je ne suis pas sûr(e) que...|I'm not sure that...
Honnêtement, je préfère...|Honestly, I prefer...
C'est pas la mer à boire.|It's not a big deal.
Ça m'énerve un peu.|It annoys me a bit.
Tu es sérieux(se) ?|Are you serious?
C'est évident que...|It's obvious that...
On ne peut pas dire que...|One can't say that...
Pour tout te dire...|To tell you the truth...
Je n'en peux plus !|I can't take it anymore!
C'est vraiment sympa de ta part.|That's really nice of you.
Ça ne m'étonne pas.|I'm not surprised.
En fait, c'est simple.|Actually, it's simple.
À vrai dire...|To be honest...
Juste un petit mot pour...|Just a quick note to...
Ça ne sert à rien de...|There's no point in...
Je suis d'accord avec toi.|I agree with you.
Par contre, il faut...|On the other hand, we need to...
Tu as raison là-dessus.|You're right about that.
On peut toujours essayer.|We can always try.
Je suis assez surpris(e) par...|I'm quite surprised by...
C'est un peu compliqué.|It's a bit complicated.
On peut en discuter.|We can discuss it.
Je m'en fiche un peu.|I don't really care.
Je comprends ce que tu veux dire.|I understand what you mean.
Ça me semble logique.|That makes sense to me.
Il faut que je te raconte...|I need to tell you...
Ça fait longtemps, hein ?|Long time no see, huh?
J'ai besoin de ton avis.|I need your opinion.
C'est bien possible que...|It's quite possible that...
Il y a de quoi réfléchir.|There's something to think about.
Ça m'a fait sourire.|That made me smile.
C'est pas si facile.|It's not that easy.
Au moins, on peut dire que...|At least we can say that...
C'est toujours bon à savoir.|It's always good to know.
Il y a un hic dans tout ça.|There's a hitch in all this.
D'accord, je vois.|Okay, I see.
On n'est jamais trop prudents.|You can never be too careful.
Ça pourrait être sympa.|That could be nice.
Juste pour te donner une idée...|Just to give you an idea...
À mon avis...|In my opinion...
Ça m'étonne que...|I'm surprised that...
C'est vraiment bizarre.|That's really weird.
Je préfère ne pas en parler.|I prefer not to talk about it.
Tu sais ce que je veux dire ?|You know what I mean?
J'en ai marre de...|I'm fed up with...
C'est une bonne question.|That's a good question.
Ça te semble logique ?|Does that seem logical to you?
J'ai une petite idée...|I have a little idea...
J'espère que ça ira.|I hope it will be okay.
C'est un vrai défi.|It's a real challenge.
On peut compter là-dessus.|We can count on that.
Je ne m'attendais pas à ça.|I didn't expect that.
C'est le bon moment pour...|It's the right time to...
J'ai besoin d'un break.|I need a break.
Ça ne me dérange pas.|I don't mind.
C'est vrai que...|It's true that...
Si tu le dis...|If you say so...
J'en suis sûr(e) !|I'm sure of it!
Ça me plaît beaucoup.|I really like it.
Tu peux compter sur moi.|You can count on me.
On va y arriver ensemble.|We'll get there together.
C'est très intéressant.|That's very interesting.
Ça m'intrigue.|That intrigues me.
C'est un peu trop.|That's a bit too much.
J'aimerais bien savoir...|I would like to know...
Il faut y aller doucement.|We need to take it easy.
Ça serait génial.|That would be great.
Juste pour être sûr(e)...|Just to be sure...
C'est à voir.|We'll see about that.
Je suis là si tu as besoin.|I'm here if you need me.
Ça a l'air top !|That looks great!
C'est tout un art.|It's quite an art.
Je pense que ça vaut le coup.|I think it's worth it.
Je ne peux pas croire que...|I can't believe that...
C'est une belle opportunité.|It's a great opportunity.
Si tu veux mon avis...|If you want my opinion...
J'espère que tu es prêt(e) !|I hope you're ready!
On en reparlera plus tard.|We'll talk about it later.
Je suis curieux(se) de savoir...|I'm curious to know...
C'est un peu décevant.|It's a bit disappointing.
Je m'attendais à autre chose.|I expected something else.
C'est toujours le même scénario.|It's always the same scenario.
Je vais y réfléchir.|I'll think about it.
J'ai un bon pressentiment.|I have a good feeling.
C'est le moment idéal.|It's the perfect moment.
Ça pourrait être pire.|It could be worse.
J'ai entendu dire que...|I heard that...
C'est un vrai plaisir.|It's a real pleasure.

